Ecoregion,# species,Initial cost ($/ha),SAR alpha,Initial forest (kha),Initial prot. forest (kha),Deforest. rate (%),Conservation end period,Overall end period,Total spend (M$),Expected new spp. conserved
Mindanao-Eastern Visayas Rain Forests,4300,7802.84099935491,30.6381921677282,5445.3600256,627.8852608,0.552655880930293,50,50,0,9.09494701772928e-13
Southern Annamites Montane Rain Forests,4000,751.201579855913,31.8959995731432,3101.836288,992.7940096,1.09703701234252,50,50,0,9.09494701772928e-13
Sumatran Montane Rain Forests,3500,3316.34464183582,24.7725471545988,5629.7213952,2083.9438336,0.537492667515221,50,50,0,9.09494701772928e-13
Sri Lanka Dry-Zone Dry Evergreen Forests,1200,13051.1266259968,10.4455544608144,2001.007616,1075.1382528,0.563789429424335,50,50,0,9.09494701772928e-13
Ouachita Mountains,1743,7744.58429835708,14.8383158074446,2236.4741632,628.1024,2.007374708927,50,50,0,9.09494701772928e-13
Peruvian Yungas,6500,500.483412049696,42.7129249068591,8161.5044608,2352.2639872,0.307266192217697,50,50,0,9.09494701772928e-13
Purus Varze,5000,123.845347937492,28.6737392140645,16122.3507968,7206.9226496,0.233840318779839,50,50,0,9.09494701772928e-13
Central American Pine-Oak Forests,4900,6634.67090327527,35.4622986918969,5036.6988288,857.7619968,0.765780304572931,50,50,0,9.09494701772928e-13
Nihonkai Montane Deciduous Forests,2500,5633.10250113427,17.6151417017005,5757.9692032,1594.7172864,0.163595673192773,50,50,0,9.09494701772928e-13
Rodope Montane Mixed Forests,3000,2476.68671694185,26.7707211398964,1767.2822784,1097.5070208,0.305532964495104,50,50,0,9.09494701772928e-13
Taiheiyo Montane Deciduous Forests,2700,10985.9073746275,21.8385941113045,2888.6534144,809.5195136,0.207359343154432,50,50,0,9.09494701772928e-13
Alps Conifer And Mixed Forests,5000,19056.3638135325,34.7269356824944,6187.5355648,1781.1542016,0.306025804135282,50,50,0,9.09494701772928e-13
Canadian Rocky Mountains,632,632.999352820144,3.74829024546714,13627.5984384,2736.9873408,0.961828472812548,50,50,0,7.95807864051312e-13
Bolivian Montane Dry Forests,900,377.149572992489,8.78364268876424,1129.377792,446.7618304,0.240843884773292,50,50,0,7.95807864051312e-13
Chiquitano Dry Forests,1200,132.946941535659,7.18363669762508,13007.2182784,3874.8573696,1.38797198737359,50,50,0,7.95807864051312e-13
Yucatn Dry Forests,1150,4457.74395657061,9.35476018898935,2807.539712,318.8517376,1.13986487224616,50,50,0,7.95807864051312e-13
Kamchatka-Kurile Meadows And Sparse Forests,700,287.455059926789,4.8886960548807,6019.0093312,1031.29344,0.0493066215808118,50,50,0,7.38964445190504e-13
Great Lakes,2332,16432.7696960397,13.4711309301877,15546.1353472,2137.4625792,0.297376033332399,50,50,0,6.82121026329696e-13
Sierra Nevada,1224,3903.39509084412,10.7831588892409,1884.4172288,425.0569728,1.30317420402601,50,50,0,6.82121026329696e-13
Atlantic Dry Forests,2000,190.042353107827,15.7745608978694,3276.1485312,432.2751488,0.892109084638268,50,50,0,6.82121026329696e-13
Da Hinggan-Dzhagdy Mountains Conifer Forests,800,123.911260141131,5.00039665688454,10481.6017408,335.9943168,0.600097274175784,50,50,0,5.11590769747272e-13
Southeast Australia Temperate Forests,2400,2218.31688632976,16.945090625496,5699.4996224,2149.9670528,0.995240722751868,50,50,0,4.54747350886464e-13
Western Congolian Swamp Forests,2100,216.928071506703,13.1936025589806,10215.9671296,2037.4392832,0.313594393534888,50,50,0,4.54747350886464e-13
Sundaland Heath Forests,1600,5709.71826397446,12.2559494097838,3791.9719424,548.2885632,3.44037287719256,30,50,0,4.54747350886464e-13
Southeastern Indochina Dry Evergreen Forests,4000,2669.17753412716,29.4560148735889,4617.7456128,2083.1471616,3.57765899987306,28,50,0,4.54747350886464e-13
Rio Negro Campinarana,3000,17.9315799649875,19.7347639401418,8117.9541504,5205.5883776,0.223623833957454,50,50,0,4.54747350886464e-13
Baltic Mixed Forests,1700,20700.9267108485,14.2568751712054,2410.5873408,1220.2908672,1.28779183505766,50,50,0,4.54747350886464e-13
Western Siberian Hemiboreal Forests,1200,2347.14339136496,7.8350685228625,8427.3733632,713.430528,0.187364499695897,50,50,0,4.54747350886464e-13
Western European Broadleaf Forests,2900,36526.9582480412,16.8045498575733,15305.7837056,6909.5727104,0.655160286365453,50,50,0,4.54747350886464e-13
Carpathian Montane Forests,2700,3857.50518055545,18.8102948573278,6093.1350528,2774.77376,0.858696997877422,50,50,0,4.54747350886464e-13
Tasmanian Temperate Rain Forests,800,348.078538097152,6.9842356192026,1971.7666816,1426.8511232,2.39621860648272,42,50,0,3.41060513164848e-13
Utah-Wyoming Rocky Mountains,1100,409.135573653599,8.77328224095946,3098.5101312,998.3152128,0.795614152458279,50,50,0,3.41060513164848e-13
S.E. Alaska - B.C. Coastal Forest And Mountains,1695,312.030515146412,11.0123128845646,8638.8473856,2522.9584384,0.119845406992808,50,50,0,2.27373675443232e-13
Magellanic Subpolar Forests,450,250.994001849851,3.4751772392829,3640.6403072,1411.0204928,0.0802258568230995,50,50,0,2.27373675443232e-13
Atlantic Mixed Forests,1900,70244.8483527669,13.2981074575224,5954.1368832,2084.8799744,0.819623300998007,50,50,0,2.27373675443232e-13
Hokkaido Montane Conifer Forests,1400,932.40926059788,11.1841346985956,3073.4647296,667.3738752,0.15373309753602,50,50,0,2.27373675443232e-13
Alaska Range,720,51.4558274258071,5.81601403475442,2907.603968,1016.3545088,0.104038068083959,50,50,0,1.13686837721616e-13
Northern New Guinea Lowland Rain And Freshwater Swamp Forests,4400,366.969643587264,27.1263715346156,11228.0633344,1403.0496768,0.196127059681941,50,50,0,0
Eastern Guinean Forests,3200,3576.38141015762,21.798381039164,6817.5556608,1729.0176512,1.61416730394939,50,50,0,0
Madagascar Subhumid Forests,3200,534.467345758071,25.0818679452083,3380.2631168,733.4953984,0.789926696424983,50,50,0,0
Araucaria Moist Forests,4500,2470.45282150158,29.2378022093696,8636.5233152,671.2542208,1.04696212283186,50,50,0,0
Tapajs-Xingu Moist Forests,5000,74.6271145831961,25.5670195629139,28605.497344,22647.1739392,3.02588594393445,34,50,0,0
Uatuma-Trombetas Moist Forests,6500,87.6699216857842,30.6801148284583,42685.6480768,30757.1359744,0.651444868671972,50,50,0,0
Xingu-Tocantins-Araguaia Moist Forests,5000,221.397520538085,28.5401601281392,16503.1936,7983.2539136,2.91877641806495,35,50,0,0
Dry Chaco,990,176.910643699703,5.3619398943371,21456.8648704,5242.5773056,1.73847078802242,50,50,0,0
Valdivian Temperate Forests,800,693.931051825994,4.92914671378146,11261.3695488,4569.4210048,1.15272451204311,50,50,0,0
Central European Mixed Forests,2300,11331.5353571294,13.0979370824491,16696.4707328,4819.9856128,0.815010318473754,50,50,0,0
East European Forest Steppe,1900,3878.19193928906,11.4197892007718,12749.0424832,1130.0763648,0.225123465663415,50,50,0,0
South Atlantic Coastal Plain,615,24177.7801116316,4.83243036342842,3338.4706048,272.6429184,4.0396916157225,25,50,0,-5.6843418860808e-14
Interior Low Plateau,1228,14967.6688914115,8.3470058238392,6891.88864,389.6802304,0.278093405515933,50,50,0,-1.13686837721616e-13
Pacific Northwest Coast,1043,2047.8565743753,7.62382031849706,4792.4576256,713.8580992,1.47783244738426,50,50,0,-1.13686837721616e-13
Boreal Plains,738,290.40266696703,3.66499698668281,33106.5327616,3503.5410432,0.801197464959529,50,50,0,-1.13686837721616e-13
Boreal Shield,407,402.062841294089,1.64279555601451,93337.1314176,8499.3458176,0.75214467455407,50,50,0,-1.13686837721616e-13
Taiga Plains,613,21.7695277502661,3.30287212823234,22021.3313536,1766.8483072,0.492501559143619,50,50,0,-1.13686837721616e-13
Sayan Montane Conifer Forests,1200,146.083056244698,6.86046883279812,16373.3389312,3028.1857024,0.250747514294438,50,50,0,-1.13686837721616e-13
West Siberian Taiga,900,1084.7257038182,3.86313181103969,68630.1446144,7985.1773952,0.517885894908302,50,50,0,-1.13686837721616e-13
Cumberlands And Southern Ridge And Valley,2398,16469.7570283945,16.0217006958294,7511.0875136,309.7868288,0.776056515984128,50,50,0,-2.27373675443232e-13
East Gulf Coastal Plain,1328,14676.076408274,9.06521845206409,6746.8181504,321.5536896,3.03564537133021,33,50,0,-2.27373675443232e-13
Montane Cordillera,951,251.802717728796,5.74512111231674,12428.1544704,1229.2544512,1.53659091254475,50,50,0,-2.27373675443232e-13
Sarmatic Mixed Forests,1800,8592.43509439541,8.81999641979779,35401.4035968,3746.725888,0.724894732181112,50,50,0,-2.27373675443232e-13
East Siberian Taiga,1400,79.3980008412852,5.13635749136415,150440.2210816,11753.5645696,0.81990169422075,50,50,0,-2.27373675443232e-13
Southern New Guinea Lowland Rain Forests,4000,573.414626300955,24.795346604394,10925.6941568,573.8369536,0.147271923295921,50,50,0,-4.54747350886464e-13
Northeastern Congolian Lowland Forests,3600,91.2969450952518,16.829180423334,44791.7129728,5622.7352576,0.498982413636378,50,50,0,-4.54747350886464e-13
Northwestern Congolian Lowland Forests,4100,267.675814459175,19.9769922067508,36414.0331008,5865.2246016,0.156073721831896,50,50,0,-4.54747350886464e-13
Mato Grosso Seasonal Forests,4000,169.764825137299,21.4355627873444,22626.9233152,8449.8726912,2.28471284042443,44,50,0,-4.54747350886464e-13
Tocantins/Pindare Moist Forests,4500,1324.64829084825,28.6044864252407,9635.889152,2078.654464,3.03450950337881,33,50,0,-4.54747350886464e-13
Manchurian Mixed Forests,2200,1090.25799481138,12.4127796614491,17489.1286528,817.0286592,0.231142241318089,50,50,0,-6.82121026329696e-13
Scandinavian And Russian Taiga,1400,1646.82228419779,5.51300232871848,105608.6032384,7091.376128,0.602803629597192,50,50,0,-7.95807864051312e-13
Atlantic Equatorial Coastal Forests,6000,936.975027243281,34.790049768108,15257.4164992,3890.3128064,0.270546482473626,50,50,0,-9.09494701772928e-13
Bahia Interior Forests,6000,3195.96024981809,41.1351311703831,6602.2477824,395.9103744,0.933258187434981,50,50,0,-9.09494701772928e-13
Madeira-Tapajs Moist Forests,6000,97.5862765043812,26.9588451340033,54607.1904256,30451.908608,1.63558182174525,50,50,0,-9.09494701772928e-13
Napo Moist Forests,7000,282.167411713243,37.3772627376096,23038.4222208,4907.3094656,0.238128625545155,50,50,0,-9.09494701772928e-13
Southwest Amazon Moist Forests,8500,99.8261054405339,36.5699935323373,67837.558784,27080.4975616,0.36892699593699,50,50,0,-9.09494701772928e-13
Daba Mountains Evergreen Forests,4500,10679.158804266,31.0819620256981,6360.9274368,93.7348672,0.0424008767959336,50,50,0,-1.13686837721616e-12
Borneo Lowland Rain Forests,10000,2836.11826967113,51.2628177064814,28247.9951872,1826.9800448,1.67826298879946,50,50,0,-2.72848410531878e-12
Jian Nan Subtropical Evergreen Forests,5500,8338.00034855246,28.4882635576631,26821.5304192,159.881536,0.751352995748989,50,50,0,-2.95585778076202e-12
Northern Indochina Subtropical Forests,7000,1161.00399894083,38.6412032693306,19509.0890752,1835.8202368,0.813985703015107,50,50,0,-3.63797880709171e-12
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
